id , BZCAT5 Source name , RA (J2000.0) , Dec (J2000.0) , Redshift , Redshiftflag , Rmag , Source classification , Flux density 1.4/0.843GHz(mJy) , Flux density143GHz(mJy) , X-ray flux0.1-2.4 keV(1.e-12 cgs) , Fermi flux1-100 GeV(ph/cm2/s)
2196 , 5BZGJ1346+2440 , 206.64163 , 24.68292 , 0.167 ,  , 17.3 , 7309 , 37 ,  ,  , 
2197 , 5BZQJ1346-2839 , 206.67733 , -28.65572 , 1.452 ,  , 19.1 , 7211 , 67 ,  ,  , 
2198 , 5BZQJ1347+1835 , 206.84787 , 18.59378 , 2.177 ,  , 19.1 , 7211 , 365 ,  , 0.22 , 
2199 , 5BZUJ1347+3012 , 206.90608 , 30.21453 , 0.118 ,  , 16.4 , 7900 , 24 ,  , 0.28 , 
2200 , 5BZQJ1347-3750 , 206.91846 , -37.8435 , 1.3 ,  , 19.1 , 7211 , 208 ,  , 0.48 , 9e-10
2201 , 5BZGJ1348+0756 , 207.22254 , 7.94658 , 0.25 ,  , 17.1 , 7309 , 53 ,  , 1.33 , 
2202 , 5BZQJ1349-1110 , 207.26329 , -11.16689 , 0.141 ,  , 15.9 , 7211 , 153 ,  ,  , 
2203 , 5BZBJ1349-1413 , 207.31687 , -14.22147 , 0.253 ,  , 18.9 , 7300 , 298 ,  ,  , 
2204 , 5BZQJ1349-1132 , 207.381 , -11.54828 , 0.34 ,  , 16.4 , 7211 , 522 ,  , 0.49 , 
2205 , 5BZQJ1349+5341 , 207.39442 , 53.68806 , 0.979 ,  , 17.4 , 7211 , 1096 , 226 , 0.35 , 
2206 , 5BZGJ1350+0940 , 207.59225 , 9.66964 , 0.133 ,  , 15.7 , 7309 , 293 ,  , 3.74 , 
2207 , 5BZGJ1350-1634 , 207.65058 , -16.58042 , 0.088 ,  , 14.3 , 7309 , 109 ,  , 1.2 , 
2208 , 5BZQJ1350+3034 , 207.71975 , 30.58156 , 0.712 ,  , 17.9 , 7211 , 322 , 261 , 0.91 , 6e-10
2209 , 5BZQJ1351+0031 , 207.76858 , 0.52203 , 2.084 ,  , 22.4 , 7211 , 316 ,  ,  , 8e-10
2210 , 5BZQJ1351+0830 , 207.8205 , 8.51108 , 1.429 ,  , 17.6 , 7211 , 346 ,  ,  , 
2211 , 5BZBJ1351+1114 , 207.83688 , 11.24808 ,  ,  , 18.5 , 7300 , 42 ,  , 1.07 , 4e-10
2212 , 5BZUJ1351-2912 , 207.94517 , -29.20492 , 1.034 ,  ?  , 19.4 , 7900 , 396 ,  ,  , 7e-10
2213 , 5BZBJ1351+5542 , 207.9925 , 55.70308 ,  ,  , 19.2 , 7300 , 87 ,  ,  , 
2214 , 5BZBJ1352-4412 , 208.23554 , -44.21122 ,  ,  , 18.9 , 7300 , 405 , 348 ,  , 
2215 , 5BZUJ1353+0443 , 208.27308 , 4.72742 , 0.523 ,  , 18 , 7900 , 150 ,  , 0.25 , 
2216 , 5BZGJ1353+3741 , 208.30871 , 37.68722 , 0.216 ,  , 16.8 , 7309 , 39 ,  , 0.6 , 
2217 , 5BZBJ1353+1435 , 208.34517 , 14.59425 ,  ,  , 18.8 , 7300 , 447 ,  , 0.25 , 5e-10
2218 , 5BZQJ1353+7532 , 208.3465 , 75.54936 , 1.619 ,  , 17.7 , 7211 , 132 ,  ,  , 
2219 , 5BZBJ1353+5600 , 208.36687 , 56.01583 , 0.404 ,  ?  , 18.4 , 7300 , 15 ,  , 2.04 , 
2220 , 5BZQJ1353+4310 , 208.42383 , 43.18125 , 1.114 ,  , 17.2 , 7211 , 19 ,  , 0.49 , 
2221 , 5BZQJ1353+0151 , 208.46492 , 1.86497 , 1.608 ,  , 18.6 , 7211 , 351 ,  , 0.23 , 
2222 , 5BZQJ1354-0206 , 208.52875 , -2.10089 , 3.716 ,  , 19.3 , 7211 , 733 ,  , 0.48 , 
2223 , 5BZBJ1354+3706 , 208.61125 , 37.11517 ,  ,  , 17.3 , 7300 , 25 ,  ,  , 5e-10
2224 , 5BZBJ1354+0622 , 208.68421 , 6.38003 , 0.276 ,  , 18.6 , 7300 , 30 ,  ,  , 
2225 , 5BZQJ1354-1041 , 208.69383 , -10.68408 , 0.332 ,  , 16.7 , 7211 , 768 ,  , 1.76 , 1.3e-9
2226 , 5BZGJ1356-3421 , 209.02246 , -34.35303 , 0.223 ,  , 15.1 , 7309 , 692 ,  , 0.68 , 
2227 , 5BZQJ1356+4136 , 209.03071 , 41.60428 , 0.697 ,  , 16.9 , 7211 , 26 ,  , 0.65 , 
2228 , 5BZQJ1356-1101 , 209.19513 , -11.02478 , 3.006 ,  , 17.7 , 7211 , 199 ,  ,  , 
2229 , 5BZQJ1357+1919 , 209.2685 , 19.31872 , 0.72 ,  , 16.1 , 7211 , 2586 , 805 , 1.05 , 
2230 , 5BZQJ1357-1744 , 209.27529 , -17.73386 , 3.147 ,  , 18 , 7211 , 1489 ,  ,  , 
2231 , 5BZQJ1357-1527 , 209.29683 , -15.458 , 1.89 ,  , 17.7 , 7211 , 682 ,  , 0.42 , 
2232 , 5BZBJ1357-0146 , 209.304 , -1.76683 , 0.547 ,  , 19.6 , 7300 , 14 ,  , 0.55 , 
2233 , 5BZBJ1357+0128 , 209.41125 , 1.47047 ,  ,  , 17.8 , 7300 , 61 ,  , 1.56 , 5e-10
2234 , 5BZQJ1357+7643 , 209.48071 , 76.72253 , 1.585 ,  , 18.8 , 7211 , 647 ,  , 0.18 , 8e-10
2235 , 5BZQJ1359+5544 , 209.77392 , 55.7415 , 1.014 ,  , 20 , 7211 , 128 ,  , 0.26 , 5e-10
2236 , 5BZBJ1359-0200 , 209.8445 , -2.00294 ,  ,  , 20.4 , 7300 , 20 ,  , 0.66 , 
2237 , 5BZQJ1359+0159 , 209.86312 , 1.9985 , 1.33 ,  , 18.1 , 7211 , 806 ,  , 0.47 , 
2238 , 5BZQJ1359+4011 , 209.90871 , 40.19397 , 0.406 ,  , 18.4 , 7211 , 163 ,  , 0.11 , 
2239 , 5BZBJ1359-3746 , 209.95712 , -37.76686 , 0.334 ,  , 15 , 7300 , 103 ,  , 0.38 , 6e-10
2240 , 5BZQJ1359+1436 , 209.99879 , 14.60925 , 1.334 ,  , 20.4 , 7211 , 64 ,  ,  , 
2241 , 5BZQJ1400-1858 , 210.01612 , -18.96975 , 0.114 ,  , 18.8 , 7211 , 105 ,  ,  , 
2242 , 5BZQJ1400+0425 , 210.20183 , 4.42525 , 2.55 ,  , 20.5 , 7211 , 323 ,  , 0.09 , 
2243 , 5BZQJ1401-0916 , 210.27221 , -9.27544 , 0.667 ,  , 20.3 , 7211 , 526 ,  , 0.26 , 
2244 , 5BZBJ1401+5209 , 210.33804 , 52.15803 , 0.482 ,  , 19.3 , 7300 , 16 ,  , 0.46 , 
2245 , 5BZQJ1401-3004 , 210.39554 , -30.07692 , 0.689 ,  , 19.4 , 7211 , 325 ,  ,  , 
2246 , 5BZBJ1401+3611 , 210.41133 , 36.18942 , 0.507 ,  ?  , 19.1 , 7300 , 73 ,  ,  , 
2247 , 5BZQJ1401+5835 , 210.44042 , 58.59508 , 1.924 ,  , 20.4 , 7211 , 142 ,  ,  , 
2248 , 5BZQJ1402-2822 , 210.51 , -28.37364 , 0.803 ,  , 19.1 , 7211 , 1097 ,  ,  , 
2249 , 5BZQJ1402-3334 , 210.6725 , -33.56917 , 2.14 ,  , 23 , 7211 , 83 ,  , 0.55 , 
2250 , 5BZBJ1402+1559 , 210.68546 , 15.99906 , 0.244 ,  , 17.7 , 7300 , 849 ,  , 0.28 , 
2251 , 5BZQJ1404-0013 , 211.0505 , -0.22364 , 1.217 ,  , 18.8 , 7211 , 484 ,  ,  , 
2252 , 5BZGJ1404+2701 , 211.15333 , 27.02808 , 0.138 ,  , 16.3 , 7309 , 45 ,  , 0.25 , 
2253 , 5BZQJ1404-0130 , 211.19125 , -1.50611 , 2.518 ,  , 18.2 , 7211 , 470 ,  , 0.11 , 
2254 , 5BZBJ1404+6554 , 211.20654 , 65.90878 , 0.362 ,  , 18.4 , 7300 , 15 ,  , 1.63 , 
2255 , 5BZBJ1404+0402 , 211.21208 , 4.03394 , 0.344 ,  ?  , 16.3 , 7300 , 41 ,  , 2.3 , 5e-10
2256 , 5BZQJ1405+0415 , 211.25467 , 4.25994 , 3.208 ,  , 19.3 , 7211 , 934 ,  , 0.12 , 5e-10
2257 , 5BZQJ1405-1440 , 211.38696 , -14.67175 , 1.096 ,  , 18 , 7211 , 204 ,  ,  , 
2258 , 5BZQJ1406-0848 , 211.50292 , -8.80192 , 1.763 ,  , 18.4 , 7211 , 724 ,  ,  , 
2259 , 5BZBJ1406+1236 , 211.62571 , 12.60567 ,  ,  , 19.6 , 7300 , 6 ,  , 1.45 , 
2260 , 5BZBJ1406-3935 , 211.62621 , -39.58622 ,  ,  , 19.7 , 7300 , 8 ,  , 1.66 , 
2261 , 5BZBJ1406+5308 , 211.67808 , 53.14275 , 0.458 ,  , 19.5 , 7300 , 11 ,  , 0.21 , 
2262 , 5BZQJ1406+3433 , 211.72437 , 34.56036 , 2.56 ,  , 18.7 , 7211 , 170 ,  , 0.11 , 
2263 , 5BZBJ1406+1642 , 211.74662 , 16.70217 ,  ,  , 18.2 , 7300 , 8 ,  , 3.08 , 
2264 , 5BZGJ1407+2827 , 211.75162 , 28.45408 , 0.077 ,  , 14.8 , 7309 , 817 ,  ,  , 
2265 , 5BZGJ1407-2701 , 211.874 , -27.01786 , 0.022 ,  , 9.7 , 7309 , 646 ,  , 2.24 , 
2266 , 5BZQJ1407-3431 , 211.97883 , -34.52453 , 1.122 ,  , 16.6 , 7211 , 452 ,  ,  , 
2267 , 5BZQJ1408+6854 , 212.07946 , 68.91411 , 1.272 ,  , 18.8 , 7211 , 183 ,  ,  , 
2268 , 5BZQJ1408-2900 , 212.20671 , -29.00656 , 0.575 ,  , 17.4 , 7211 , 528 ,  , 0.53 , 
2269 , 5BZQJ1408-0752 , 212.23533 , -7.87408 , 1.494 ,  , 18.6 , 7211 , 689 ,  , 0.53 , 1.7e-9
2270 , 5BZBJ1409+1352 , 212.32917 , 13.87778 , 0.573 ,  , 20.2 , 7300 , 7 ,  , 1.77 , 
2271 , 5BZBJ1409+5939 , 212.34787 , 59.66128 , 0.496 ,  , 18.8 , 7300 , 37 ,  , 1.01 , 
2272 , 5BZQJ1409-2657 , 212.45904 , -26.96028 , 2.43 ,  , 20.5 , 7211 , 270 ,  ,  , 
2273 , 5BZBJ1410+0515 , 212.51629 , 5.26603 , 0.544 ,  , 19.6 , 7300 , 9 ,  , 0.23 , 
2274 , 5BZBJ1410+0203 , 212.51942 , 2.05192 ,  ,  , 18.2 , 7300 , 334 ,  ,  , 
2275 , 5BZBJ1410+2820 , 212.62317 , 28.34878 , 0.521 ,  ?  , 17.5 , 7300 , 28 ,  , 1.13 , 3e-10
2276 , 5BZBJ1410+6100 , 212.6285 , 61.00356 , 0.384 ,  , 18.9 , 7300 , 11 ,  , 1.79 , 
2277 , 5BZQJ1410+0731 , 212.64617 , 7.52264 , 0.901 ,  , 20.9 , 7211 , 192 , 229 ,  , 
2278 , 5BZBJ1411+7424 , 212.89442 , 74.40825 , 0.46 ,  ?  , 17 , 7300 , 107 ,  ,  , 
2279 , 5BZBJ1411+3404 , 212.91892 , 34.07342 , 0.421 ,  , 18.7 , 7300 , 70 ,  , 0.56 , 
2280 , 5BZQJ1411+4239 , 212.99887 , 42.664 , 0.886 ,  , 16.9 , 7211 , 92 ,  , 0.53 , 
2281 , 5BZQJ1413+4505 , 213.32863 , 45.08972 , 3.112 ,  , 19.3 , 7211 , 154 ,  , 0.1 , 
2282 , 5BZQJ1413+5305 , 213.35113 , 53.09083 , 0.456 ,  , 19.4 , 7211 , 140 ,  , 0.18 , 
2283 , 5BZGJ1413+4339 , 213.43233 , 43.66253 , 0.09 ,  , 16.3 , 7309 , 49 ,  , 3.01 , 
2284 , 5BZGJ1414+3430 , 213.53863 , 34.51603 , 0.275 ,  , 19.2 , 7309 , 4 ,  , 0.37 , 
2285 , 5BZQJ1414+3928 , 213.69438 , 39.47183 , 0.657 ,  , 19.4 , 7211 , 19 ,  , 0.35 , 
2286 , 5BZQJ1415+0832 , 213.79133 , 8.53483 , 0.327 ,  , 19.7 , 7211 , 90 ,  , 0.49 , 
2287 , 5BZQJ1415-0955 , 213.83679 , -9.93286 , 2.001 ,  , 18.6 , 7211 , 263 ,  , 0.22 , 7e-10
2288 , 5BZBJ1415+4830 , 213.90333 , 48.50847 , 0.496 ,  , 18.7 , 7300 , 41 ,  , 0.44 , 
2289 , 5BZUJ1415+1320 , 213.99508 , 13.33992 , 0.247 ,  , 19.1 , 7900 , 1092 , 692 , 0.04 , 4e-10
2290 , 5BZBJ1416-2418 , 214.05075 , -24.30372 , 0.136 ,  , 14.6 , 7300 , 73 ,  , 0.7 , 3e-10
2291 , 5BZQJ1416+1242 , 214.11942 , 12.70378 , 0.335 ,  , 17.5 , 7211 , 111 ,  , 1.39 , 
2292 , 5BZQJ1416-2131 , 214.17629 , -21.53194 , 2.3 ,  , 18 , 7211 , 406 ,  ,  , 
2293 , 5BZQJ1417+4607 , 214.284 , 46.11817 , 1.554 ,  , 17.6 , 7211 , 717 ,  , 0.19 , 
2294 , 5BZQJ1417+2644 , 214.37671 , 26.74917 , 1.455 ,  , 21.4 , 7211 , 76 ,  , 0.05 , 
2295 , 5BZQJ1417+3818 , 214.4185 , 38.30586 , 0.449 ,  , 18.4 , 7211 , 112 ,  , 0.22 , 5e-10
2296 , 5BZBJ1417+2543 , 214.48617 , 25.72394 , 0.237 ,  , 16.9 , 7300 , 89 ,  , 15.3 , 4e-10
2297 , 5BZBJ1418-0233 , 214.60967 , -2.55947 ,  ,  , 16.7 , 7300 , 35 ,  , 4.85 , 2.2e-9
2298 , 5BZQJ1418-3509 , 214.7455 , -35.16181 , 1.544 ,  , 18.2 , 7211 , 415 , 446 ,  , 
2299 , 5BZBJ1419+7732 , 214.75129 , 77.54147 ,  ,  , 17.8 , 7300 , 8 ,  , 1.25 , 3e-10
2300 , 5BZUJ1419-0838 , 214.844 , -8.64219 ,  ,  , 19.3 , 7900 , 67 , 228 ,  , 7e-10
2301 , 5BZBJ1419+0445 , 214.86454 , 4.75383 , 0.143 ,  ?  , 18.2 , 7300 , 26 ,  , 0.17 , 
2302 , 5BZBJ1419+5423 , 214.94417 , 54.38744 , 0.153 ,  , 15.4 , 7300 , 789 , 871 , 0.81 , 8e-10
2303 , 5BZQJ1419+3821 , 214.94421 , 38.36347 , 1.831 ,  , 19.3 , 7211 , 612 , 399 , 0.2 , 5e-10
2304 , 5BZQJ1419+2706 , 214.99708 , 27.10711 , 0.538 ,  , 18.5 , 7211 , 245 ,  , 0.51 , 
2305 , 5BZBJ1420+0614 , 215.05704 , 6.24133 ,  ,  , 18.8 , 7300 , 53 ,  , 0.06 , 
2306 , 5BZQJ1420+4624 , 215.08617 , 46.41136 , 1.245 ,  , 19.4 , 7211 , 47 ,  , 0.13 , 
2307 , 5BZQJ1420+1703 , 215.08704 , 17.05811 , 1.854 ,  , 19.5 , 7211 , 58 ,  ,  , 
2308 , 5BZQJ1420+1205 , 215.20004 , 12.09603 , 4.026 ,  , 20 , 7211 , 92 ,  ,  , 
2309 , 5BZQJ1421+3855 , 215.27513 , 38.923 , 0.489 ,  , 18.7 , 7211 , 86 ,  , 0.31 , 
2310 , 5BZQJ1421-0643 , 215.28233 , -6.73233 , 3.689 ,  , 19.1 , 7211 , 397 ,  ,  , 
2311 , 5BZQJ1421+4645 , 215.34612 , 46.76333 , 1.668 ,  , 18.1 , 7211 , 111 ,  ,  , 
2312 , 5BZQJ1422+3223 , 215.62658 , 32.38622 , 0.682 ,  , 19.2 , 7211 , 405 ,  , 0.54 , 
2313 , 5BZBJ1422+5801 , 215.66204 , 58.03208 , 0.635 ,  , 18.1 , 7300 , 13 ,  , 15.5 , 
2314 , 5BZBJ1423+3737 , 215.76921 , 37.62514 ,  ,  , 18.5 , 7300 , 46 ,  , 0.11 , 7e-10
2315 , 5BZQJ1423+4802 , 215.77567 , 48.03633 , 2.22 ,  , 20.4 , 7211 , 402 ,  ,  , 
2316 , 5BZQJ1423+5055 , 215.80912 , 50.92703 , 0.275 ,  , 17 , 7211 , 178 ,  , 3.35 , 
2317 , 5BZBJ1423+1412 , 215.87779 , 14.21328 , 0.769 ,  ?  , 19 , 7300 , 34 ,  ,  , 
2318 , 5BZQJ1423-2218 , 215.92004 , -22.30486 , 1.204 ,  , 19.4 , 7211 , 377 ,  ,  , 
2319 , 5BZQJ1423-7829 , 215.93146 , -78.49303 , 0.789 ,  , 19.4 , 7211 , 258 ,  , 0.11 , 1.2e-9
2320 , 5BZBJ1424+0434 , 216.03958 , 4.58114 , 0.666 ,  ?  , 17.7 , 7300 , 220 ,  ,  , 
2321 , 5BZGJ1424+3705 , 216.08817 , 37.09797 , 0.29 ,  , 17.6 , 7309 , 79 ,  , 0.45 , 
2322 , 5BZBJ1424+3433 , 216.09542 , 34.56578 , 0.576 ,  , 19.3 , 7300 , 10 ,  , 1.17 , 
2323 , 5BZBJ1424+1449 , 216.15121 , 14.81958 ,  ,  , 19.1 , 7300 , 10 ,  ,  , 
2324 , 5BZQJ1424+2256 , 216.15879 , 22.93361 , 3.62 ,  , 15.2 , 7211 , 268 ,  , 0.28 , 
2325 , 5BZBJ1424+3615 , 216.23125 , 36.26 ,  ,  , 17.6 , 7300 , 91 ,  , 0.21 , 9e-10
2326 , 5BZQJ1425-4604 , 216.29575 , -46.08164 , 2.032 ,  , 17.9 , 7211 , 397 ,  ,  , 
2327 , 5BZQJ1425-2513 , 216.346 , -25.21861 , 1.884 ,  , 19.4 , 7211 , 226 ,  ,  , 
2328 , 5BZBJ1425-0118 , 216.35904 , -1.30717 ,  ,  , 19.1 , 7300 , 10 ,  ,  , 
2329 , 5BZQJ1425+1424 , 216.45425 , 14.41581 , 0.78 ,  , 17.9 , 7211 , 483 ,  ,  , 
2330 , 5BZBJ1426+3404 , 216.53217 , 34.07397 ,  ,  , 17.6 , 7300 , 35 ,  , 0.29 , 5e-10
2331 , 5BZQJ1426+3625 , 216.65454 , 36.41933 , 1.091 ,  , 19.8 , 7211 , 420 ,  ,  , 5e-10
2332 , 5BZBJ1426+2415 , 216.68967 , 24.25639 ,  ,  , 19.1 , 7300 , 7 ,  , 0.68 , 
2333 , 5BZBJ1427+2348 , 216.75162 , 23.8 ,  ,  , 14.6 , 7300 , 430 ,  , 3.57 , 1.15e-8
2334 , 5BZGJ1427+5409 , 216.87613 , 54.15658 , 0.106 ,  , 15.3 , 7309 , 44 ,  , 0.38 , 
2335 , 5BZBJ1427-3305 , 216.92233 , -33.09208 ,  ,  , 18.5 , 7300 , 161 , 1040 , 0.9 , 9e-10
2336 , 5BZGJ1427+3908 , 216.94121 , 39.14225 , 0.165 ,  , 18.3 , 7309 , 7 ,  , 0.16 , 
2337 , 5BZQJ1427-4206 , 216.98458 , -42.10539 , 1.522 ,  , 16.6 , 7211 , 3190 , 1769 , 0.82 , 1.46e-8
2338 , 5BZGJ1428+3912 , 217.05783 , 39.20514 , 0.258 ,  , 17.7 , 7309 , 252 ,  , 0.32 , 
2339 , 5BZBJ1428+4240 , 217.13608 , 42.67239 , 0.129 ,  , 16.2 , 7300 , 59 ,  , 35.5 , 8e-10
2340 , 5BZBJ1429+1204 , 217.26921 , 12.0695 ,  ,  , 19.3 , 7300 , 8 ,  , 1.62 , 
2341 , 5BZQJ1429+3529 , 217.29258 , 35.49633 , 2.21 ,  , 18.9 , 7211 , 25 ,  ,  , 
2342 , 5BZQJ1429+5406 , 217.34117 , 54.10308 , 3.013 ,  , 19.9 , 7211 , 1029 ,  , 0.15 , 
2343 , 5BZQJ1430+1043 , 217.54058 , 10.72414 , 1.705 ,  , 18.5 , 7211 , 290 ,  , 0.3 , 
2344 , 5BZQJ1430+4204 , 217.59892 , 42.07681 , 4.715 ,  , 21 , 7211 , 211 ,  , 0.35 , 
2345 , 5BZQJ1430+3649 , 217.66908 , 36.81775 , 0.566 ,  , 19.2 , 7211 , 162 ,  ,  , 
2346 , 5BZBJ1431-4501 , 217.75208 , -45.01708 ,  ,  , 19.5 , 7300 , 612 ,  ,  , 
2347 , 5BZUJ1431-0052 , 217.80475 , -0.87731 , 1.635 ,  , 19.9 , 7900 , 83 ,  ,  , 
2348 , 5BZQJ1431+3952 , 217.83558 , 39.87819 , 1.217 ,  , 16.2 , 7211 , 219 ,  ,  , 
2349 , 5BZQJ1432-1801 , 218.24037 , -18.02644 , 2.331 ,  , 18.4 , 7211 , 1013 , 437 ,  , 
2350 , 5BZQJ1433-1548 , 218.33942 , -15.81242 , 1.573 ,  , 22.8 , 7211 , 492 ,  , 0.57 , 
2351 , 5BZBJ1433+2441 , 218.365 , 24.68825 ,  ,  , 19.1 , 7300 , 19 ,  , 0.89 , 
2352 , 5BZQJ1434+4203 , 218.52371 , 42.05444 , 1.24 ,  , 19.5 , 7211 , 309 ,  ,  , 5e-10
2353 , 5BZQJ1434+1952 , 218.66579 , 19.86686 , 1.382 ,  , 19.7 , 7211 , 408 ,  ,  , 
2354 , 5BZUJ1435+2021 , 218.84133 , 20.35486 , 0.748 ,  , 18.8 , 7900 , 377 ,  , 0.22 , 5e-10
2355 , 5BZGJ1435-0055 , 218.86204 , -0.93303 , 0.285 ,  , 18.2 , 7309 , 15 ,  ,  , 
2356 , 5BZQJ1435+3012 , 218.8975 , 30.20681 , 1.568 ,  , 22.9 , 7211 , 245 ,  ,  , 
2357 , 5BZGJ1435+5815 , 218.94125 , 58.25694 , 0.299 ,  , 18.3 , 7309 , 26 ,  , 1.22 , 
2358 , 5BZQJ1435+3353 , 218.94842 , 33.886 , 2.11 ,  , 20.3 , 7211 , 4 ,  ,  , 
2359 , 5BZGJ1436+4129 , 219.11317 , 41.49231 , 0.404 ,  ?  , 19.9 , 7309 , 53 ,  ,  , 
2360 , 5BZQJ1436+2321 , 219.17075 , 23.35092 , 1.546 ,  , 18.7 , 7211 , 817 , 437 , 0.47 , 4e-10
2361 , 5BZQJ1436+6336 , 219.19083 , 63.61053 , 2.068 ,  , 17 , 7211 , 952 , 367 , 0.34 , 
2362 , 5BZBJ1436+5639 , 219.24079 , 56.65689 , 0.15 ,  ?  , 18.4 , 7300 , 21 ,  , 1.67 , 5e-10
2363 , 5BZQJ1437+0405 , 219.28412 , 4.09286 , 2.025 ,  , 18.2 , 7211 , 16 ,  ,  , 
2364 , 5BZBJ1437+4717 , 219.31725 , 47.29064 , 0.943 ,  ?  , 19.7 , 7300 , 102 ,  ,  , 
2365 , 5BZQJ1437+3618 , 219.32575 , 36.31639 , 1.117 ,  , 19.5 , 7211 , 42 ,  , 0.13 , 
2366 , 5BZQJ1437+3119 , 219.41462 , 31.31694 , 1.357 ,  , 18.4 , 7211 , 135 ,  ,  , 
2367 , 5BZQJ1437+3519 , 219.48529 , 35.32697 , 0.536 ,  , 18.5 , 7211 , 98 ,  , 0.19 , 
2368 , 5BZBJ1437+3002 , 219.49446 , 30.03531 ,  ,  , 19.2 , 7300 , 61 ,  ,  , 
2369 , 5BZQJ1438-2204 , 219.53946 , -22.08186 , 1.187 ,  , 17.3 , 7211 , 770 , 334 ,  , 
2370 , 5BZQJ1438-3122 , 219.54496 , -31.37458 , 1.287 ,  , 18.6 , 7211 , 390 ,  ,  , 
2371 , 5BZBJ1438+1204 , 219.60646 , 12.07194 , 0.848 ,  , 18.7 , 7300 , 32 ,  , 0.71 , 
2372 , 5BZBJ1438+2922 , 219.63458 , 29.36953 ,  ,  , 19.1 , 7300 , 43 ,  ,  , 
2373 , 5BZQJ1438+3710 , 219.72338 , 37.1765 , 2.401 ,  , 21.5 , 7211 , 357 ,  , 0.13 , 1.9e-9
2374 , 5BZBJ1439+3932 , 219.82279 , 39.54522 , 0.344 ,  , 16.7 , 7300 , 42 ,  , 11.1 , 4e-10
2375 , 5BZQJ1439+3712 , 219.83575 , 37.20081 , 1.027 ,  , 16.9 , 7211 , 60 ,  , 0.05 , 1.9e-9
2376 , 5BZQJ1439+5827 , 219.9285 , 58.46644 , 0.425 ,  , 18.1 , 7211 , 47 ,  , 0.37 , 
2377 , 5BZBJ1439+4603 , 219.94221 , 46.05306 ,  ,  , 19.1 , 7300 , 144 ,  ,  , 
2378 , 5BZBJ1439+4958 , 219.94575 , 49.96819 ,  ,  , 17.6 , 7300 , 111 , 448 , 0.16 , 3e-10
2379 , 5BZBJ1439-1531 , 219.98696 , -15.53072 ,  ,  , 18.3 , 7300 , 640 ,  ,  , 5e-10
2380 , 5BZUJ1440+3820 , 220.09308 , 38.33711 , 1.775 ,  ?  , 22.2 , 7900 , 1087 ,  ,  , 
2381 , 5BZBJ1440+0610 , 220.22054 , 6.17114 ,  ,  , 17.1 , 7300 , 90 ,  , 0.53 , 1.1e-9
2382 , 5BZQJ1441-3303 , 220.33287 , -33.05678 , 1.479 ,  , 19 , 7211 , 243 ,  ,  , 4e-10
2383 , 5BZQJ1441-3456 , 220.34987 , -34.94611 , 1.159 ,  , 16.9 , 7211 , 395 ,  ,  , 
2384 , 5BZQJ1441-1523 , 220.43925 , -15.39342 , 2.638 ,  , 20 , 7211 , 146 ,  ,  , 5e-10
2385 , 5BZQJ1442+3234 , 220.50058 , 32.57231 , 2.12 ,  , 19.5 , 7211 , 412 ,  ,  , 
2386 , 5BZBJ1442+4348 , 220.52979 , 43.81019 ,  ,  , 18.1 , 7300 , 23 ,  ,  , 5e-10
2387 , 5BZBJ1442+1200 , 220.70117 , 12.01119 , 0.163 ,  , 17 , 7300 , 69 ,  , 7.82 , 5e-10
2388 , 5BZBJ1443+2515 , 220.89333 , 25.26617 , 0.529 ,  , 19 , 7300 , 7 ,  ,  , 
2389 , 5BZQJ1443+2501 , 220.98704 , 25.02903 , 0.939 ,  , 19.4 , 7211 , 362 ,  , 1.01 , 9e-10
2390 , 5BZBJ1443-3908 , 220.98829 , -39.14436 ,  ,  , 14.7 , 7300 , 110 ,  , 6.56 , 3.2e-9
2391 , 5BZQJ1443+6332 , 220.99417 , 63.54067 , 1.4 ,  , 17.1 , 7211 , 690 ,  , 0.18 , 
2392 , 5BZGJ1444+6336 , 221.14542 , 63.60167 , 0.298 ,  , 18.5 , 7309 , 18 ,  , 1.32 , 
2393 , 5BZBJ1445-0326 , 221.27596 , -3.43681 ,  ,  , 17.9 , 7300 , 22 ,  , 3.21 , 
2394 , 5BZUJ1445-1614 , 221.28992 , -16.23631 , 0.496 ,  ?  , 18.6 , 7900 , 108 ,  , 0.32 , 
2395 , 5BZQJ1445+0958 , 221.31862 , 9.97669 , 3.52 ,  , 17.9 , 7211 , 2418 ,  , 0.42 , 
2396 , 5BZGJ1445+0039 , 221.32029 , 0.65953 , 0.306 ,  , 17.9 , 7309 , 8 ,  , 0.64 , 
2397 , 5BZBJ1445-1629 , 221.47242 , -16.48378 ,  ,  , 20.1 , 7300 , 396 ,  ,  , 
2398 , 5BZBJ1446+4127 , 221.63579 , 41.45831 , 0.638 ,  ?  , 20 , 7300 , 44 ,  , 0.19 , 
2399 , 5BZQJ1446+1721 , 221.64729 , 17.35211 , 1.024 ,  , 18.6 , 7211 , 755 , 306 , 0.3 , 
2400 , 5BZBJ1448+3608 , 222.00242 , 36.14214 ,  ,  , 16.8 , 7300 , 36 ,  , 4.62 , 1.2e-9
2401 , 5BZQJ1448-1620 , 222.06271 , -16.34014 , 2.417 ,  , 19.4 , 7211 , 1376 ,  , 0.43 , 
2402 , 5BZQJ1448+7601 , 222.11992 , 76.01989 , 0.899 ,  , 22.3 , 7211 , 179 ,  , 0.23 , 
2403 , 5BZUJ1448+0402 , 222.20983 , 4.03886 , 0.871 ,  , 19.7 , 7900 , 421 ,  , 0.24 , 
