id , 3HSP Source name , BZcat name , R.A. , Dec , NVSS/FIRSTflux density(mJy) , Redshift , X-ray flux d. @ 1keV (μJy) , Log(peak flux) , FOM , γ-ray counterpart , Fermi γ-ray slope , 2WHSP name
1018 , 3HSPJ115017.0+101652 ,  , 177.57088 , 10.28111 , 26.4 , 0.284 ,  , -12.3 , 0.2 ,  ,  , 2WHSPJ115016.9+101651
1019 , 3HSPJ115031.8-381832 ,  , 177.63238 , -38.30889 , 38.9 , 0.3 ,  , -12.3 , 0.2 ,  ,  , 2WHSPJ115031.6-381832
1020 , 3HSPJ115034.8+415440 , 5BZBJ1150+4154 , 177.64483 , 41.91111 , 26.5 , 0.32 , 0.4 , -11.5 , 1.26 , 2FHL J1150.5+4153 , 1.76 , 2WHSPJ115034.6+415439
1021 , 3HSPJ115124.7+585917 , 5BZBJ1151+5859 , 177.85271 , 58.98806 , 184.9 , 0.3 , 0.07 , -11.3 , 2 ,  , 1.92 , 
1022 , 3HSPJ115244.8+340638 ,  , 178.18683 , 34.11056 , 1.9 , 0.705 , 0.04 , -12.8? , 0.06 ,  ,  , 2WHSPJ115244.8+340638
1023 , 3HSPJ115257.6+241345 ,  , 178.24017 , 24.22917 , 20.5 , 0.175 ,  , -12.3 , 0.2 ,  ,  , 2WHSPJ115257.6+241345
1024 , 3HSPJ115404.6-001009 , 5BZBJ1154-0010 , 178.519 , -0.16917 , 10.7 , 0.254 , 0.54 , -11.9 , 0.5 ,  , 1.68 , 2WHSPJ115404.5-001009
1025 , 3HSPJ115514.9-111122 ,  , 178.81192 , -11.18944 , 5.9 , 0.47 ,  , -12.6 , 0.1 ,  , 1.53 , 
1026 , 3HSPJ115518.3+092641 , 5BZBJ1155+0926 , 178.82608 , 9.44472 , 20.5 , 0.47 , 0.05 , -12.5 , 0.13 ,  ,  , 2WHSPJ115518.1+092640
1027 , 3HSPJ115520.5-341719 ,  , 178.8355 , -34.28861 , 27.9 ,  ,  , -11.6 , 1 , 2FHL J1155.5-3417 , 1.34 , 2WHSPJ115520.5-341718
1028 , 3HSPJ115522.1-135110 ,  , 178.84196 , -13.85278 , 4.1 , 0.47 ,  , -12.7 , 0.08 ,  ,  , 2WHSPJ115522.0-135110
1029 , 3HSPJ115531.3+060855 ,  , 178.88046 , 6.14861 , 1.7 , 0.368 , 0.07 , -12.8 , 0.06 ,  ,  , 2WHSPJ115531.3+060854
1030 , 3HSPJ115633.2-225004 ,  , 179.13842 , -22.83444 , 17.2 ,  ,  , -12.1 , 0.32 ,  , 1.89 , 2WHSPJ115633.1-225003
1031 , 3HSPJ115646.6+423807 , 5BZGJ1156+4238 , 179.194 , 42.63528 , 20.1 , 0.172 , 0.13 , -12.5 , 0.13 ,  ,  , 2WHSPJ115646.4+423807
1032 , 3HSPJ115653.2+241246 ,  , 179.22162 , 24.21278 , 5.8 , 0.145 ,  , -12 , 0.4 ,  ,  , 2WHSPJ115653.0+241246
1033 , 3HSPJ115709.5+282200 , 5BZGJ1157+2822 , 179.28971 , 28.36667 , 31.1 , 0.3 , 0.14 , -12.3 , 0.2 ,  ,  , 2WHSPJ115709.4+282200
1034 , 3HSPJ115803.7-033337 ,  , 179.51562 , -3.56028 , 3.5 , 0.37 ,  , -12.5? , 0.13 ,  ,  , 2WHSPJ115803.7-033337
1035 , 3HSPJ115853.0+081943 ,  , 179.72167 , 8.32861 , 7.4 , 0.29 , 0.2 , -12.2 , 0.25 ,  , 1.87 , 2WHSPJ115853.2+081942
1036 , 3HSPJ115904.4+210209 ,  , 179.76821 , 21.03583 , 35.6 , 0.35 , 0.17 , -12.2 , 0.25 ,  ,  , 2WHSPJ115904.3+210208
1037 , 3HSPJ115912.6-143154 ,  , 179.80263 , -14.53167 , 18.4 , 0.48 ,  , -12.4? , 0.16 ,  , 1.83 , 
1038 , 3HSPJ120055.1-143039 ,  , 180.22963 , -14.51083 , 22.6 , 0.48 ,  , -12.4 , 0.16 ,  , 2.25 , 
1039 , 3HSPJ120106.2-000701 , 5BZGJ1201-0007 , 180.27579 , -0.11694 , 70.7 , 0.165 , 0.15 , -12.4 , 0.16 ,  ,  , 2WHSPJ120106.1-000700
1040 , 3HSPJ120136.0-060734 ,  , 180.40017 , -6.12611 , 4.2 ,  , 0.13 , -12.4 , 0.16 ,  ,  , 2WHSPJ120136.0-060733
1041 , 3HSPJ120205.8+283326 ,  , 180.52404 , 28.55722 , 13.2 , 0.379 ,  , -12.6 , 0.1 ,  ,  , 2WHSPJ120205.7+283325
1042 , 3HSPJ120317.9-392620 ,  , 180.82454 , -39.43889 , 80.4 , 0.28 , 0.44 , -12.1 , 0.32 ,  , 1.64 , 2WHSPJ120317.8-392620
1043 , 3HSPJ120412.1+114555 , 5BZBJ1204+1145 , 181.0505 , 11.76528 , 15.2 , 0.296 , 1.04 , -11.6 , 1 ,  , 1.88 , 2WHSPJ120412.1+114555
1044 , 3HSPJ120416.7-071009 , 5BZGJ1204-0710 , 181.06942 , -7.16917 , 168.9 , 0.184 , 0.18 , -11.4 , 1.58 ,  , 1.86 , 
1045 , 3HSPJ120440.3+503927 ,  , 181.168 , 50.6575 , 10.4 , 0.7 , 0.01 , -13.2 , 0.03 ,  ,  , 2WHSPJ120440.3+503926
1046 , 3HSPJ120444.8-032144 ,  , 181.18671 , -3.36222 , 2.8 , 0.7 ,  , -12.4 , 0.16 ,  ,  , 2WHSPJ120444.8-032143
1047 , 3HSPJ120454.1+533037 ,  , 181.22546 , 53.51028 , 5.6 , 0.402 ,  , -12.8 , 0.06 ,  ,  , 2WHSPJ120454.1+533037
1048 , 3HSPJ120543.3+582933 ,  , 181.43029 , 58.4925 , 8.6 , 0.4 , 0.08 , -12.9 , 0.05 ,  ,  , 2WHSPJ120543.2+582932
1049 , 3HSPJ120711.5-174605 , 5BZBJ1207-1746 , 181.79787 , -17.76806 , 4.4 , 0.7 , 0.78 , -11.9 , 0.5 ,  ,  , 
1050 , 3HSPJ120744.7+314851 ,  , 181.93608 , 31.81417 , 2.9 , 0.67 , 0.38 , -12.2 , 0.25 ,  ,  , 2WHSPJ120744.5+314851
1051 , 3HSPJ120804.3+301549 , 5BZBJ1208+3015 , 182.01804 , 30.26361 , 35.9 , 0.33 ,  , >-12.2 , 0.25 ,  , 1.79 , 
1052 , 3HSPJ120818.0-293759 , 5BZBJ1208-2937 , 182.07508 , -29.63306 , 6.5 , 0.249 , 0.36 , -12.3 , 0.2 ,  ,  , 2WHSPJ120817.9-293759
1053 , 3HSPJ120837.1+612106 , 5BZUJ1208+6121 , 182.15471 , 61.35167 , 5.7 , 0.275 , 0.05 , -12.2 , 0.25 ,  , 1.98 , 
1054 , 3HSPJ120850.6+452951 ,  , 182.21104 , 45.4975 , 3.1 , 0.654 ,  , -12.8 , 0.06 ,  ,  , 2WHSPJ120850.5+452951
1055 , 3HSPJ120905.2-462948 ,  , 182.27163 , -46.49667 , 12.6 ,  , 0.12 , -12.4 , 0.16 ,  , 2.25 , 2WHSPJ120905.1-462948
1056 , 3HSPJ120938.3+021017 , 5BZBJ1209+0210 , 182.40958 , 2.17139 , 5.3 , 0.291 , 0.18 , -12.3 , 0.2 ,  ,  , 2WHSPJ120938.2+021017
1057 , 3HSPJ121017.7+022343 , 5BZGJ1210+0223 , 182.57387 , 2.39528 , 78.9 , 0.383 , 0.13 , -12.4? , 0.16 ,  ,  , 2WHSPJ121017.6+022343
1058 , 3HSPJ121026.6+392908 , 5BZBJ1210+3929 , 182.61079 , 39.48556 , 19.1 , 0.617 , 0.45 , -11.9 , 0.5 ,  ,  , 2WHSPJ121026.5+392908
1059 , 3HSPJ121038.3-252713 ,  , 182.65971 , -25.45361 , 9.6 , 0.47 , 0.22 , -12.2 , 0.25 ,  ,  , 2WHSPJ121038.2-252712
1060 , 3HSPJ121129.0-072239 ,  , 182.87071 , -7.3775 , 20.8 , 0.28 , 0.15 , -12.5 , 0.13 ,  ,  , 2WHSPJ121128.9-072239
1061 , 3HSPJ121134.2+390053 , 5BZBJ1211+3900 , 182.89258 , 39.01472 , 10.7 , 0.6 , 0.04 , -12.2? , 0.25 ,  , 2.12 , 
1062 , 3HSPJ121158.6+224233 , 5BZBJ1211+2242 , 182.99425 , 22.70917 , 20.3 , 0.453 , 0.82 , -11.6 , 1 ,  , 1.78 , 2WHSPJ121158.6+224233
1063 , 3HSPJ121300.8+512935 , 5BZBJ1213+5129 , 183.25342 , 51.49306 , 36.3 , 0.796 , 0.16 , -12.2 , 0.25 ,  , 2.19 , 2WHSPJ121300.7+512935
1064 , 3HSPJ121323.1-261807 , 5BZBJ1213-2618 , 183.34637 , -26.30194 , 7.4 , 0.278 , 1.18 , -11.3 , 2 ,  , 1.89 , 2WHSPJ121323.0-261806
1065 , 3HSPJ121407.5+290328 ,  , 183.53133 , 29.05778 , 1.5 , 0.469 , 0.05 , -12.5 , 0.13 ,  ,  , 2WHSPJ121407.5+290328
1066 , 3HSPJ121511.0+073204 , 5BZGJ1215+0732 , 183.79575 , 7.53444 , 137.8 , 0.137 , 1.07 , -11.6 , 1 ,  , 1.78 , 2WHSPJ121510.9+073203
1067 , 3HSPJ121603.3-024304 , 5BZBJ1216-0243 , 184.01362 , -2.71778 , 11.1 , 0.359 , 0.45 , -12.2 , 0.25 ,  , 2.3 , 2WHSPJ121603.1-024304
1068 , 3HSPJ121606.2+092909 , 5BZGJ1216+0929 , 184.02588 , 9.48583 , 143.6 , 0.094 , 0.33 , -12.1 , 0.32 ,  , 2.03 , 
1069 , 3HSPJ121618.4+205957 ,  , 184.07646 , 20.99917 , 4 , 0.607 , 0.12 , -12.3? , 0.2 ,  ,  , 2WHSPJ121618.2+205957
1070 , 3HSPJ121815.8+322344 ,  , 184.56567 , 32.39556 , 2.2 , 0.63 , 0.04 , -12.8 , 0.06 ,  ,  , 2WHSPJ121815.7+322344
1071 , 3HSPJ121903.0+402442 ,  , 184.76246 , 40.41167 , 9.2 , 0.5 , 0.03 , -12.7 , 0.08 ,  ,  , 2WHSPJ121902.8+402442
1072 , 3HSPJ121919.4+303937 ,  , 184.83079 , 30.66028 , 67.4 , 0.243 ,  , -12.6 , 0.1 ,  ,  , 2WHSPJ121919.3+303937
1073 , 3HSPJ121945.0+044622 , 5BZBJ1219+0446 , 184.93738 , 4.77278 , 7.7 , 0.28 ,  , -12.1? , 0.32 ,  , 2.06 , 
1074 , 3HSPJ121945.7-031423 , 5BZBJ1219-0314 , 184.94046 , -3.23972 , 29.1 , 0.299 , 0.68 , -11.8 , 0.63 ,  , 2 , 2WHSPJ121945.7-031422
1075 , 3HSPJ122012.1-000306 , 5BZBJ1220-0003 , 185.05062 , -0.05167 , 9.5 , 0.7 , 0.08 , -12.3 , 0.2 ,  ,  , 2WHSPJ122012.1-000306
1076 , 3HSPJ122014.5-245948 ,  , 185.06054 , -24.99667 , 10.9 , 0.48 ,  , >-11.8 , 0.63 , 3FHL J1220.1-2459 , 2.25 , 
1077 , 3HSPJ122019.1-371414 ,  , 185.08254 , -37.23722 , 6.9 , 0.28 ,  , -11.8 , 0.63 ,  , 2.05 , 2WHSPJ122019.8-371413
1078 , 3HSPJ122033.6+033807 ,  , 185.14008 , 3.63528 , 1 , 0.8 ,  , -13.2 , 0.03 ,  ,  , 2WHSPJ122033.5+033807
1079 , 3HSPJ122044.6+690525 ,  , 185.18567 , 69.09028 , 8.2 , 0.36 , 0.69 , -12 , 0.4 ,  ,  , 2WHSPJ122044.5+690525
1080 , 3HSPJ122107.8+474228 , 5BZGJ1221+4742 , 185.28242 , 47.70778 , 42.5 , 0.21 , 0.21 , -12.2 , 0.25 ,  ,  , 2WHSPJ122107.6+474228
1081 , 3HSPJ122114.4+352239 ,  , 185.31017 , 35.3775 , 13.6 , 0.51 , 0.07 , -12.7 , 0.08 ,  ,  , 2WHSPJ122114.4+352238
1082 , 3HSPJ122122.0+301037 , 5BZBJ1221+3010 , 185.34146 , 30.17694 , 71.6 , 0.18 , 3.8 , -10.8 , 6.31 , 2FHL J1221.3+3009 , 1.66 , 2WHSPJ122121.9+301036
1083 , 3HSPJ122158.1+493413 ,  , 185.49196 , 49.57028 , 8.9 , 0.598 ,  , -13.1 , 0.03 ,  ,  , 2WHSPJ122158.0+493413
1084 , 3HSPJ122208.8+030718 ,  , 185.53658 , 3.12167 , 3.6 , 0.503 , 0.58 , >-11.8 , 0.63 ,  ,  , 2WHSPJ122208.6+030718
1085 , 3HSPJ122211.0+354058 , 5BZBJ1222+3540 , 185.54754 , 35.68278 , 6.6 , 0.57 , 0.06 , -12.3 , 0.2 ,  ,  , 2WHSPJ122211.4+354058
1086 , 3HSPJ122239.4-345841 ,  , 185.66412 , -34.97806 , 5.2 ,  ,  , -11.9 , 0.5 ,  ,  , 2WHSPJ122239.2-345841
1087 , 3HSPJ122304.1+453444 ,  , 185.77042 , 45.57889 , 4.5 , 0.43 , 0.03 , -12.9 , 0.05 ,  ,  , 2WHSPJ122304.9+453444
1088 , 3HSPJ122307.2+110038 ,  , 185.78017 , 11.01056 , 1.6 , 0.5 , 0.13 , -12.3 , 0.2 ,  , 1.99 , 2WHSPJ122307.2+110038
1089 , 3HSPJ122327.5+082030 ,  , 185.86458 , 8.34167 , 12.2 ,  ,  , -12.5 , 0.13 ,  , 1.98 , 
1090 , 3HSPJ122337.0-303250 ,  , 185.90421 , -30.54722 , 8.3 , 0.26 , 0.35 , -11.7 , 0.79 ,  , 1.89 , 2WHSPJ122337.0-303249
1091 , 3HSPJ122340.1+124203 ,  , 185.91729 , 12.70083 , 56.5 , 0.34 ,  , -12.6 , 0.1 ,  ,  , 2WHSPJ122340.0+124202
1092 , 3HSPJ122352.1+302726 ,  , 185.96717 , 30.45722 , 15.9 , 0.63 ,  , -12.9 , 0.05 ,  ,  , 2WHSPJ122352.0+302725
1093 , 3HSPJ122353.0+465048 , 5BZGJ1223+4650 , 185.97092 , 46.84667 , 13.2 , 0.25 , 0.08 , -12.5 , 0.13 ,  ,  , 2WHSPJ122352.9+465048
1094 , 3HSPJ122358.1+795328 , 5BZBJ1223+7953 , 185.99192 , 79.89111 , 31.7 , 0.29 ,  , -12.7 , 0.08 ,  , 1.74 , 
1095 , 3HSPJ122401.0+223939 , 5BZBJ1224+2239 , 186.00421 , 22.66083 , 110.8 , 0.482 , 0.05 , -12.5 , 0.13 ,  , 1.64 , 
1096 , 3HSPJ122424.2+243623 , 5BZBJ1224+2436 , 186.10083 , 24.60639 , 26 , 0.218 , 0.29 , -11.2 , 2.51 , 2FHL J1224.4+2435 , 1.89 , 2WHSPJ122424.1+243623
1097 , 3HSPJ122514.2+721447 , 5BZBJ1225+7214 , 186.30925 , 72.24639 , 5.4 , 0.114 , 0.2 , >-11.8 , 0.63 ,  ,  , 2WHSPJ122514.2+721447
1098 , 3HSPJ122525.3-155317 ,  , 186.35538 , -15.88806 , 8.1 , 0.34 , 0.17 , -12.4 , 0.16 ,  ,  , 2WHSPJ122525.1-155317
1099 , 3HSPJ122536.8-344721 ,  , 186.40342 , -34.78917 , 27.4 , 0.31 ,  , -12 , 0.4 ,  , 1.76 , 
1100 , 3HSPJ122644.2+063853 , 5BZBJ1226+0638 , 186.68425 , 6.64806 , 17.4 , 0.583 , 0.4 , -11.6 , 1 ,  , 1.56 , 2WHSPJ122644.2+063853
1101 , 3HSPJ122809.1-022136 , 5BZBJ1228-0221 , 187.038 , -2.36 , 1.5 , 0.323 , 0.33 , -12.1 , 0.32 ,  ,  , 2WHSPJ122809.1-022135
1102 , 3HSPJ122820.5+155655 ,  , 187.08554 , 15.94861 , 8.7 , 0.232 ,  , -12.2 , 0.25 ,  ,  , 2WHSPJ122820.5+155654
1103 , 3HSPJ122903.0-140251 ,  , 187.26258 , -14.0475 , 20.7 , 0.47 , 0.12 , -12.3 , 0.2 ,  ,  , 2WHSPJ122902.9-140250
1104 , 3HSPJ122944.5+164004 ,  , 187.43554 , 16.66778 , 10.4 , 0.682 , 0.24 , -12.3 , 0.2 ,  ,  , 2WHSPJ122944.5+164004
1105 , 3HSPJ123014.1+251807 , 5BZBJ1230+2518 , 187.55867 , 25.30194 , 244.1 , 0.135 , 0.42 , -10.7 , 7.94 ,  , 2.24 , 2WHSPJ123013.9+251806
1106 , 3HSPJ123123.1+142124 , 5BZBJ1231+1421 , 187.84962 , 14.35667 , 55.6 , 0.256 ,  , -11.8 , 0.63 ,  , 2.07 , 2WHSPJ123123.8+142124
1107 , 3HSPJ123131.4+641418 , 5BZBJ1231+6414 , 187.88083 , 64.23833 , 58.9 , 0.163 , 0.47 , -11.8 , 0.63 ,  , 1.94 , 2WHSPJ123131.3+641417
1108 , 3HSPJ123143.6+284749 , 5BZBJ1231+2847 , 187.9315 , 28.79694 , 141.6 , 0.236 , 0.36 , -11.4 , 1.58 , 2FHL J1231.7+2848 , 1.95 , 
1109 , 3HSPJ123205.0-105600 ,  , 188.02071 , -10.93333 , 11 , 0.19 ,  , -12.7 , 0.08 ,  ,  , 
1110 , 3HSPJ123235.9-372056 ,  , 188.14979 , -37.34889 , 5.7 , 0.25 ,  , -12.3 , 0.2 ,  , 1.92 , 
1111 , 3HSPJ123305.1+170133 , 5BZBJ1233+1701 , 188.27138 , 17.02583 , 31.4 , 0.24 ,  , -11.8 , 0.63 ,  , 1.86 , 
1112 , 3HSPJ123353.4+145925 ,  , 188.47263 , 14.99028 , 3.9 , 0.52 ,  , -12.8 , 0.06 ,  ,  , 2WHSPJ123353.3+145925
1113 , 3HSPJ123402.4+281502 ,  , 188.50987 , 28.25056 , 5.6 , 0.424 ,  , -12.3 , 0.2 ,  ,  , 2WHSPJ123402.2+281502
1114 , 3HSPJ123417.2-385635 , 5BZBJ1234-3856 , 188.57146 , -38.94306 , 7 , 0.236 , 1.06 , -11.7 , 0.79 ,  ,  , 2WHSPJ123417.0-385635
1115 , 3HSPJ123444.2-043622 ,  , 188.68425 , -4.60611 , 30.4 ,  ,  , >-12 , 0.4 ,  , 1.65 , 
1116 , 3HSPJ123511.2-140323 , 5BZBJ1235-1403 , 188.79662 , -14.05639 , 4.2 , 0.4 , 0.52 , -11.8 , 0.63 ,  ,  , 2WHSPJ123511.0-140323
1117 , 3HSPJ123554.7+055213 ,  , 188.97804 , 5.87028 , 1.7 , 0.682 , 0.07 , -12.8 , 0.06 ,  ,  , 2WHSPJ123554.7+055213
1118 , 3HSPJ123623.0+390000 , 5BZBJ1236+3900 , 189.09588 , 39 , 37.1 , 0.389 , 0.05 , -12.3 , 0.2 ,  , 2.49 , 
1119 , 3HSPJ123705.6+302005 , 5BZBJ1237+3020 , 189.27338 , 30.33472 , 5.8 , 0.33 , 0.29 , -12.2 , 0.25 ,  ,  , 2WHSPJ123705.5+302004
1120 , 3HSPJ123739.1+625842 , 5BZBJ1237+6258 , 189.41283 , 62.97833 , 12.6 , 0.297 , 0.15 , -11.9 , 0.5 ,  , 1.84 , 2WHSPJ123738.9+625841
1121 , 3HSPJ123800.2+263553 ,  , 189.50071 , 26.59806 , 2.2 , 0.21 , 0.07 , -12.9 , 0.05 ,  ,  , 2WHSPJ123800.1+263553
1122 , 3HSPJ123826.0+443137 , 5BZBJ1238+4431 , 189.6085 , 44.52694 , 12.9 , 0.312 , 0.03 , -12.8 , 0.06 ,  ,  , 2WHSPJ123825.9+443136
1123 , 3HSPJ123922.6+413251 , 5BZBJ1239+4132 , 189.84433 , 41.5475 , 9.2 , 0.16 , 0.29 , >-12.2 , 0.25 ,  ,  , 2WHSPJ123922.6+413250
1124 , 3HSPJ124021.0-714857 ,  , 190.08837 , -71.81583 ,  , 0.21 , 2.27 , -11.4 , 1.58 ,  , 1.96 , 
1125 , 3HSPJ124112.1+495548 ,  , 190.30029 , 49.93 , 22.4 , 0.225 , 0.05 , -12.7 , 0.08 ,  ,  , 2WHSPJ124112.0+495547
1126 , 3HSPJ124141.0+344030 , 5BZBJ1241+3440 , 190.4225 , 34.675 , 10.4 , 0.54 , 0.35 , -11.7 , 0.79 ,  , 1.96 , 2WHSPJ124141.4+344029
1127 , 3HSPJ124148.3+063601 , 5BZBJ1241+0636 , 190.45113 , 6.60028 , 16.6 , 0.51 , 0.33 , -12 , 0.4 ,  , 1.78 , 2WHSPJ124148.1+063601
1128 , 3HSPJ124149.4-145558 , 5BZBJ1241-1455 , 190.45583 , -14.93278 , 17.3 , 0.44 , 0.19 , -11.5 , 1.26 ,  , 1.96 , 2WHSPJ124149.3-145558
1129 , 3HSPJ124232.3+763417 , 5BZBJ1242+7634 , 190.63475 , 76.57139 , 8.8 , 0.48 , 0.15 , -12.3 , 0.2 ,  ,  , 2WHSPJ124232.2+763417
1130 , 3HSPJ124312.7+362744 , 5BZBJ1243+3627 , 190.80308 , 36.46222 , 148 , 0.31 , 2.68 , -10.8 , 6.31 , 2FHL J1243.2+3627 , 1.77 , 2WHSPJ124312.7+362743
1131 , 3HSPJ124430.8+351003 ,  , 191.12813 , 35.1675 , 3.6 , 0.65 ,  , -12.7? , 0.08 ,  ,  , 2WHSPJ124430.7+351002
1132 , 3HSPJ124700.7+442318 , 5BZBJ1247+4423 , 191.75308 , 44.38833 , 10.7 , 0.6 , 0.53 , -12 , 0.4 ,  , 2.06 , 2WHSPJ124700.7+442317
1133 , 3HSPJ124816.6+074258 ,  , 192.06933 , 7.71611 , 14.8 , 0.57 , 0.1 , -12.7? , 0.08 ,  ,  , 2WHSPJ124816.6+074257
1134 , 3HSPJ124919.3-280834 ,  , 192.33046 , -28.14278 , 26.9 , 0.15 , 0.22 , -11.8 , 0.63 ,  , 2.07 , 2WHSPJ124919.3-280834
1135 , 3HSPJ124946.7+370747 , 5BZBJ1249+3707 , 192.44475 , 37.12972 , 6.1 , 0.286 , 0.06 , -12.2 , 0.25 ,  , 1.65 , 
1136 , 3HSPJ125015.5+315559 , 5BZBJ1250+3155 , 192.56471 , 31.93306 , 5.7 , 0.6 , 0.37 , -12.1 , 0.32 ,  , 1.76 , 2WHSPJ125015.4+315559
1137 , 3HSPJ125117.9+103907 , 5BZBJ1251+1039 , 192.8245 , 10.65194 , 5.2 , 0.245 , 0.21 , -11.9 , 0.5 ,  , 2.44 , 2WHSPJ125117.8+103906
1138 , 3HSPJ125134.8-295843 , 5BZBJ1251-2958 , 192.89513 , -29.97861 , 10.5 , 0.48 , 0.58 , -12 , 0.4 ,  ,  , 2WHSPJ125134.8-295842
1139 , 3HSPJ125301.0+382625 , 5BZBJ1253+3826 , 193.25404 , 38.44028 , 4.9 , 0.372 , 0.32 , -12 , 0.4 ,  ,  , 2WHSPJ125300.8+382625
1140 , 3HSPJ125341.3-393159 , 5BZGJ1253-3931 , 193.42192 , -39.53306 , 53.9 , 0.179 , 1.93 , -11.3 , 2 ,  , 1.83 , 2WHSPJ125341.2-393159
1141 , 3HSPJ125347.0+032630 , 5BZGJ1253+0326 , 193.44583 , 3.44167 , 107.1 , 0.066 , 0.38 , -11.7 , 0.79 ,  , 1.84 , 
1142 , 3HSPJ125359.3+624257 , 5BZBJ1253+6242 , 193.49725 , 62.71583 , 12.1 , 0.3 , 0.15 , -12.3 , 0.2 ,  , 1.9 , 2WHSPJ125359.2+624256
1143 , 3HSPJ125408.1-280931 ,  , 193.53392 , -28.15861 , 32.6 ,  ,  , -11.8 , 0.63 ,  ,  , 2WHSPJ125408.1-280930
1144 , 3HSPJ125433.3+221103 , 5BZBJ1254+2211 , 193.63863 , 22.18417 , 101.3 , 0.42 , 0.15 , -11.6 , 1 ,  , 2 , 
1145 , 3HSPJ125445.5+470132 ,  , 193.68946 , 47.02556 , 13.5 , 0.4 , 0.06 , -12.6 , 0.1 ,  ,  , 2WHSPJ125445.4+470132
1146 , 3HSPJ125447.6-142150 ,  , 193.69846 , -14.36389 , 4.9 , 0.55 , 0.29 , -12.3 , 0.2 ,  ,  , 2WHSPJ125447.5-142150
1147 , 3HSPJ125449.3+570452 ,  , 193.70538 , 57.08111 , 17.5 , 0.84 ,  , -12.8 , 0.06 ,  ,  , 2WHSPJ125449.2+570451
1148 , 3HSPJ125509.8+280417 ,  , 193.79088 , 28.07139 , 1.7 , 0.69 , 0.04 , -12.9 , 0.05 ,  ,  , 2WHSPJ125509.7+280417
1149 , 3HSPJ125528.6+091100 ,  , 193.86925 , 9.18333 , 3.3 , 0.7 ,  , -12.3 , 0.2 ,  ,  , 2WHSPJ125528.6+091059
1150 , 3HSPJ125548.1+141108 ,  , 193.95025 , 14.18556 , 3.3 , 0.6 , 0.1 , -12.3 , 0.2 ,  ,  , 2WHSPJ125547.9+141108
1151 , 3HSPJ125616.0-114637 , 5BZGJ1256-1146 , 194.06646 , -11.77694 , 54.5 , 0.058 , 0.41 , -11.5 , 1.26 ,  , 1.91 , 
1152 , 3HSPJ125639.4+060907 , 5BZBJ1256+0609 , 194.16396 , 6.15194 , 64.9 , 0.423 , 0.14 , -12.5 , 0.13 ,  ,  , 2WHSPJ125639.3+060906
1153 , 3HSPJ125708.4+264925 ,  , 194.28487 , 26.82361 , 5.1 , 0.375 , 0.16 , -12.6 , 0.1 ,  ,  , 2WHSPJ125708.2+264924
1154 , 3HSPJ125724.0+483232 ,  , 194.34983 , 48.54222 , 1 , 0.727 , 0.04 , -12.9? , 0.05 ,  ,  , 2WHSPJ125723.8+483231
1155 , 3HSPJ125731.9+241240 , 5BZBJ1257+2412 , 194.38304 , 24.21111 , 14.9 , 0.14 , 1.08 , -11.5 , 1.26 ,  , 1.8 , 2WHSPJ125731.9+241239
1156 , 3HSPJ125820.8+612045 , 5BZBJ1258+6120 , 194.58671 , 61.34583 , 10.3 , 0.224 ,  , -12.3 , 0.2 ,  , 2.1 , 
1157 , 3HSPJ125821.5+212351 ,  , 194.58942 , 21.3975 , 26.2 , 0.5 , 0.08 , -12.5 , 0.13 ,  , 2.64 , 
1158 , 3HSPJ125822.1+062827 ,  , 194.59504 , 6.47417 , 3.7 , 0.542 , 0.26 , -12.4 , 0.16 ,  ,  , 2WHSPJ125822.8+062827
1159 , 3HSPJ125848.0-044745 , 5BZBJ1258-0447 , 194.70017 , -4.79583 , 4.3 , 0.586 , 2.06 , -11.6 , 1 ,  , 1.84 , 2WHSPJ125847.9-044744
1160 , 3HSPJ125908.6+412937 ,  , 194.78604 , 41.49361 , 45.9 , 0.278 , 0.21 , -12.3 , 0.2 ,  ,  , 2WHSPJ125908.5+412936
1161 , 3HSPJ125949.1-374858 ,  , 194.9575 , -37.81611 , 75 , 0.23 ,  , -12.1 , 0.32 ,  , 2.24 , 
1162 , 3HSPJ130008.5+175537 , 5BZBJ1300+1755 , 195.03546 , 17.92694 , 16.2 , 0.55 ,  , -12.7? , 0.08 ,  , 2.56 , 
1163 , 3HSPJ130058.5-231215 ,  , 195.24392 , -23.20417 , 777.5 , 0.129 , 0.47 , -11.6 , 1 ,  ,  , 
1164 , 3HSPJ130145.7+405624 , 5BZBJ1301+4056 , 195.44021 , 40.94 , 29.1 , 0.649 , 0.18 , -11.9 , 0.5 ,  , 2.08 , 2WHSPJ130145.6+405623
1165 , 3HSPJ130255.3+505618 , 5BZBJ1302+5056 , 195.73029 , 50.93833 , 3 , 0.688 , 0.3 , -12.1 , 0.32 ,  ,  , 2WHSPJ130255.1+505617
1166 , 3HSPJ130421.0-435310 , 5BZBJ1304-4353 , 196.0875 , -43.88611 , 43.8 ,  , 1.43 , -11 , 3.98 , 2FHL J1304.5-4353 , 1.91 , 2WHSPJ130420.9-435309
1167 , 3HSPJ130531.3+385522 , 5BZBJ1305+3855 , 196.38029 , 38.92278 , 43.5 , 0.376 , 0.13 , -12.2 , 0.25 ,  ,  , 2WHSPJ130531.2+385522
1168 , 3HSPJ130619.7-023643 ,  , 196.58225 , -2.61194 , 0.9 , 0.73 , 0.12 , -12.8? , 0.06 ,  ,  , 2WHSPJ130619.6-023642
