id , Source Name , 1-100 GeV Flux (ph cm-2 s-1) , 1-100 GeV Flux Error (ph cm-2 s-1) , 0.1-100 GeV Energy Flux (erg cm-2 s-1) , 0.1-100 GeV Energy Flux Error (erg cm-2 s-1) , Spectrum Type , Flux 1-3 GeV (ph/cm2/s) , Flux 3-10 GeV (ph/cm2/s) , Flux 10-30 GeV (ph/cm2/s) , Flux 30-300 GeV (ph/cm2/s) , NuFNu 1-3 GeV (erg /cm2/s) , NuFNu 3-10 GeV (erg /cm2/s) , NuFNu 10-30 GeV (erg /cm2/s) , NuFNu 30-300 GeV (erg /cm2/s)
925 , 4FGL J0509.9-6417 , 3.358e-10 , 4.007e-11 , 3.819e-12 , 4.539e-13 , PowerLaw , 1.630e-10 , 6.971e-11 , 4.340e-11 , 1.525e-11 , 3.941e-13 , 4.820e-13 , 1.049e-12 , 8.345e-13
926 , 4FGL J0510.0+1800 , 4.108e-9 , 1.390e-10 , 3.680e-11 , 1.576e-12 , LogParabola , 2.987e-9 , 9.024e-10 , 1.380e-10 , 1.587e-11 , 7.070e-12 , 5.943e-12 , 3.141e-12 , 6.259e-13
927 , 4FGL J0510.4-1809 , 1.227e-10 , 3.227e-11 , 1.691e-12 , 4.400e-13 , PowerLaw , 5.134e-11 , 1.842e-11 , 7.276e-12 , <4.690e-12 , 1.182e-13 , 1.201e-13 , 1.675e-13 , 2.171e-17
928 , 4FGL J0511.4-6804 , 2.070e-10 , 4.499e-11 , 2.494e-12 , 6.240e-13 , PowerLaw , 9.293e-11 , 3.619e-11 , 1.874e-11 , <4.858e-12 , 2.171e-13 , 2.402e-13 , 4.377e-13 , 1.656e-16
929 , 4FGL J0512.3+3329 , 3.102e-10 , 6.645e-11 , 3.484e-12 , 7.939e-13 , PowerLaw , 2.177e-10 , 8.955e-11 , 2.393e-11 , <4.629e-12 , 5.157e-13 , 6.044e-13 , 5.668e-13 , 2.650e-17
930 , 4FGL J0512.5-2201 , 1.189e-10 , 3.081e-11 , 1.464e-12 , 4.226e-13 , PowerLaw , 2.872e-11 , 2.526e-11 , 1.647e-12 , 6.903e-12 , 6.688e-14 , 1.671e-13 , 3.836e-14 , 3.254e-13
931 , 4FGL J0512.8+4041 , 7.199e-10 , 7.164e-11 , 9.101e-12 , 9.759e-13 , PowerLaw , 5.803e-10 , 1.439e-10 , 4.079e-11 , <4.775e-12 , 1.347e-12 , 9.483e-13 , 9.471e-13 , 8.124e-18
932 , 4FGL J0514.5+6247 , 1.435e-10 , 3.948e-11 , 1.599e-12 , 4.528e-13 , PowerLaw , 9.665e-11 , 2.383e-11 , 8.156e-12 , 4.802e-12 , 2.298e-13 , 1.616e-13 , 1.939e-13 , 2.455e-13
933 , 4FGL J0514.6-4408 , 5.475e-10 , 5.262e-11 , 5.091e-12 , 3.500e-13 , PLSuperExpCutoff , 5.763e-10 , <6.540e-12 , <5.128e-12 , <3.531e-12 , 1.180e-12 , 1.902e-18 , 3.034e-22 , 5.054e-23
934 , 4FGL J0515.5-0125 , 2.125e-10 , 4.577e-11 , 2.402e-12 , 5.050e-13 , PowerLaw , 9.910e-11 , 7.127e-11 , 1.683e-11 , 3.108e-12 , 2.391e-13 , 4.918e-13 , 4.063e-13 , 1.689e-13
935 , 4FGL J0515.6-4556 , 6.174e-10 , 5.078e-11 , 9.217e-12 , 7.320e-13 , PowerLaw , 5.346e-10 , 1.007e-10 , 1.812e-11 , 2.320e-13 , 1.223e-12 , 6.521e-13 , 4.145e-13 , 1.021e-14
936 , 4FGL J0515.8+1527 , 1.490e-9 , 9.224e-11 , 1.701e-11 , 1.059e-12 , PowerLaw , 1.052e-9 , 3.883e-10 , 1.086e-10 , 5.066e-11 , 2.544e-12 , 2.688e-12 , 2.628e-12 , 2.782e-12
937 , 4FGL J0516.1-7240 , 1.952e-10 , 3.772e-11 , 3.233e-12 , 6.403e-13 , PowerLaw , 2.003e-10 , 2.700e-11 , 1.390e-12 , <3.701e-12 , 4.547e-13 , 1.732e-13 , 3.154e-14 , 3.227e-20
938 , 4FGL J0516.4+7350 , 3.854e-10 , 4.051e-11 , 4.511e-12 , 4.803e-13 , PowerLaw , 2.484e-10 , 1.010e-10 , 3.968e-11 , 1.119e-11 , 6.041e-13 , 7.034e-13 , 9.650e-13 , 6.278e-13
939 , 4FGL J0516.7-6207 , 2.360e-9 , 8.615e-11 , 2.327e-11 , 1.043e-12 , LogParabola , 1.672e-9 , 5.449e-10 , 9.208e-11 , 1.857e-11 , 3.955e-12 , 3.626e-12 , 2.133e-12 , 8.093e-13
940 , 4FGL J0517.5+0858 , 2.963e-10 , 6.800e-11 , 3.350e-12 , 8.244e-13 , PowerLaw , 1.551e-10 , 1.101e-10 , 7.018e-12 , <5.118e-12 , 3.668e-13 , 7.411e-13 , 1.659e-13 , 4.404e-17
941 , 4FGL J0517.7-1758 , 1.635e-10 , 4.435e-11 , 1.443e-12 , 3.204e-13 , LogParabola , 2.034e-10 , <1.086e-11 , <7.853e-12 , <4.803e-12 , 4.109e-13 , 6.570e-19 , 9.028e-17 , 1.310e-18
942 , 4FGL J0519.0+0851 , 6.760e-10 , 8.169e-11 , 1.063e-11 , 1.245e-12 , PowerLaw , 5.469e-10 , 9.438e-11 , 3.223e-12 , 3.572e-12 , 1.246e-12 , 6.081e-13 , 7.343e-14 , 1.551e-13
943 , 4FGL J0519.6+2744 , 2.669e-10 , 6.384e-11 , 2.973e-12 , 7.392e-13 , PowerLaw , 1.427e-10 , 6.736e-11 , 2.246e-11 , <6.019e-12 , 3.394e-13 , 4.569e-13 , 5.343e-13 , 8.833e-17
944 , 4FGL J0519.6-4544 , 3.318e-10 , 4.421e-11 , 4.670e-12 , 7.788e-13 , PowerLaw , 2.582e-10 , 5.243e-11 , 8.601e-12 , 5.777e-12 , 5.934e-13 , 3.413e-13 , 1.977e-13 , 2.589e-13
945 , 4FGL J0519.9-6845e , 1.337e-8 , 3.966e-10 , 1.084e-10 , 3.944e-12 , LogParabola , 1.045e-8 , 2.232e-9 , 1.980e-10 , 1.336e-10 , 2.438e-11 , 1.412e-11 , 4.283e-12 , 4.325e-12
946 , 4FGL J0521.2+1637 , 3.142e-10 , 5.689e-11 , 4.039e-12 , 7.933e-13 , PowerLaw , 2.571e-10 , 7.334e-11 , 8.444e-12 , <4.596e-12 , 5.960e-13 , 4.823e-13 , 1.957e-13 , 3.150e-20
947 , 4FGL J0521.3-1734 , 4.126e-10 , 5.451e-11 , 3.182e-12 , 5.355e-13 , LogParabola , 3.296e-10 , 5.947e-11 , 5.481e-12 , <4.841e-12 , 7.563e-13 , 3.611e-13 , 1.128e-13 , 8.367e-18
948 , 4FGL J0521.6+0103 , 2.401e-10 , 4.696e-11 , 2.707e-12 , 5.135e-13 , PowerLaw , 1.360e-10 , 4.765e-11 , 2.402e-11 , 9.973e-12 , 3.280e-13 , 3.285e-13 , 5.793e-13 , 5.403e-13
949 , 4FGL J0521.7+2112 , 1.255e-8 , 2.309e-10 , 1.288e-10 , 2.996e-12 , LogParabola , 8.027e-9 , 3.192e-9 , 9.382e-10 , 4.153e-10 , 1.957e-11 , 2.205e-11 , 2.245e-11 , 2.064e-11
950 , 4FGL J0521.8-3848 , 3.766e-10 , 4.273e-11 , 5.828e-12 , 5.268e-13 , PowerLaw , 2.788e-10 , 5.231e-11 , 1.413e-11 , <4.340e-12 , 6.360e-13 , 3.375e-13 , 3.222e-13 , 1.913e-16
951 , 4FGL J0522.9-3628 , 4.361e-9 , 1.142e-10 , 5.810e-11 , 1.068e-12 , LogParabola , 3.540e-9 , 5.669e-10 , 9.157e-11 , 2.169e-11 , 8.048e-12 , 3.585e-12 , 2.026e-12 , 8.049e-13
952 , 4FGL J0523.3-2527 , 2.092e-9 , 9.668e-11 , 1.167e-11 , 6.339e-13 , LogParabola , 1.564e-9 , 4.523e-10 , 9.876e-12 , <4.655e-12 , 3.752e-12 , 2.795e-12 , 2.015e-13 , 4.701e-18
953 , 4FGL J0524.4-2413 , 1.121e-10 , 3.379e-11 , 2.754e-12 , 5.395e-13 , PowerLaw , 1.107e-10 , 1.545e-11 , <6.685e-12 , <4.640e-12 , 2.454e-13 , 9.637e-14 , 8.181e-19 , 1.519e-16
954 , 4FGL J0524.5+2839 , 8.186e-10 , 7.972e-11 , 9.098e-12 , 8.800e-13 , PowerLaw , 5.379e-10 , 2.224e-10 , 4.276e-11 , 2.213e-11 , 1.287e-12 , 1.519e-12 , 1.023e-12 , 1.162e-12
955 , 4FGL J0524.7-8304 , 3.850e-10 , 6.165e-11 , 2.119e-12 , 5.854e-13 , LogParabola , 3.914e-10 , 2.158e-11 , 6.762e-12 , <3.957e-12 , 9.056e-13 , 1.249e-13 , 1.294e-13 , 9.923e-20
956 , 4FGL J0524.8-6938 , 2.325e-10 , 6.121e-11 , 2.583e-12 , 6.885e-13 , PowerLaw , 9.431e-11 , 3.131e-11 , 2.934e-11 , 6.868e-12 , 2.250e-13 , 2.131e-13 , 6.998e-13 , 3.559e-13
957 , 4FGL J0525.4-4600 , 2.633e-10 , 3.924e-11 , 3.337e-12 , 5.124e-13 , PowerLaw , 2.146e-10 , 7.773e-11 , 3.720e-12 , <4.373e-12 , 4.982e-13 , 5.121e-13 , 8.636e-14 , 4.065e-17
958 , 4FGL J0525.6-2008 , 1.979e-10 , 3.705e-11 , 2.222e-12 , 4.073e-13 , PowerLaw , 1.680e-10 , 5.262e-11 , 9.054e-12 , <4.734e-12 , 3.981e-13 , 3.552e-13 , 2.145e-13 , 1.819e-17
959 , 4FGL J0525.6-6013 , 4.605e-10 , 4.493e-11 , 5.704e-12 , 5.746e-13 , PowerLaw , 2.455e-10 , 1.406e-10 , 4.167e-11 , 2.847e-11 , 6.019e-13 , 9.891e-13 , 1.022e-12 , 1.654e-12
960 , 4FGL J0525.8-0052 , 5.436e-10 , 6.331e-11 , 6.040e-12 , 7.029e-13 , PowerLaw , 3.536e-10 , 1.417e-10 , 2.920e-11 , 5.401e-13 , 8.437e-13 , 9.646e-13 , 6.967e-13 , 2.800e-14
961 , 4FGL J0526.1+6318 , 1.650e-10 , 3.668e-11 , 1.874e-12 , 4.370e-13 , PowerLaw , 1.293e-10 , 5.839e-11 , <4.409e-12 , 1.951e-12 , 3.053e-13 , 3.925e-13 , 2.779e-21 , 9.701e-14
962 , 4FGL J0526.2-4830 , 2.012e-9 , 8.674e-11 , 2.104e-11 , 1.131e-12 , LogParabola , 1.510e-9 , 3.893e-10 , 5.516e-11 , <6.049e-12 , 3.506e-12 , 2.519e-12 , 1.242e-12 , 7.885e-17
963 , 4FGL J0526.3+2246 , 2.749e-10 , 6.570e-11 , 3.055e-12 , 7.407e-13 , PowerLaw , 1.908e-10 , 8.040e-11 , 9.999e-12 , 7.008e-12 , 4.549e-13 , 5.470e-13 , 2.385e-13 , 3.628e-13
964 , 4FGL J0526.7-1519 , 4.242e-10 , 5.023e-11 , 4.795e-12 , 5.856e-13 , PowerLaw , 3.576e-10 , 1.352e-10 , 1.115e-11 , 1.022e-11 , 8.630e-13 , 9.329e-13 , 2.690e-13 , 5.553e-13
965 , 4FGL J0526.7+4254 , 4.911e-10 , 6.953e-11 , 8.947e-12 , 1.066e-12 , PowerLaw , 4.239e-10 , 6.327e-11 , <7.065e-12 , <3.904e-12 , 9.562e-13 , 4.029e-13 , 1.256e-15 , 1.497e-16
966 , 4FGL J0527.1+1152 , 3.424e-10 , 6.809e-11 , 6.334e-12 , 1.160e-12 , PowerLaw , 3.806e-10 , 4.398e-11 , 6.038e-12 , <5.288e-12 , 8.576e-13 , 2.797e-13 , 1.361e-13 , 4.524e-20
967 , 4FGL J0527.4+6647 , 2.081e-10 , 3.638e-11 , 2.312e-12 , 4.034e-13 , PowerLaw , 1.278e-10 , 4.961e-11 , 1.739e-11 , 2.222e-12 , 3.054e-13 , 3.383e-13 , 4.155e-13 , 1.159e-13
968 , 4FGL J0528.7-5920 , 3.083e-10 , 3.834e-11 , 3.428e-12 , 4.247e-13 , PowerLaw , 2.007e-10 , 6.880e-11 , 3.309e-11 , 2.586e-12 , 4.783e-13 , 4.677e-13 , 7.886e-13 , 1.335e-13
969 , 4FGL J0529.1-2449c , 1.243e-10 , 3.741e-11 , 2.478e-12 , 5.493e-13 , PowerLaw , 1.015e-10 , 1.036e-11 , 2.572e-12 , <5.423e-12 , 2.277e-13 , 6.551e-14 , 5.768e-14 , 1.013e-16
970 , 4FGL J0529.1-0101 , 2.318e-10 , 5.544e-11 , 2.769e-12 , 6.864e-13 , PowerLaw , 2.125e-10 , 1.911e-11 , 1.127e-11 , 5.987e-13 , 4.969e-13 , 1.270e-13 , 2.635e-13 , 2.868e-14
971 , 4FGL J0529.1+0935 , 3.592e-10 , 6.523e-11 , 4.030e-12 , 6.971e-13 , PowerLaw , 2.190e-10 , 5.537e-11 , 4.234e-11 , 1.497e-11 , 5.270e-13 , 3.809e-13 , 1.019e-12 , 8.047e-13
972 , 4FGL J0529.3-7243 , 3.285e-10 , 4.152e-11 , 4.383e-12 , 6.220e-13 , PowerLaw , 2.058e-10 , 6.902e-11 , 1.241e-11 , 2.412e-12 , 4.751e-13 , 4.519e-13 , 2.867e-13 , 1.101e-13
973 , 4FGL J0529.4-0521 , 3.122e-10 , 5.986e-11 , 5.679e-12 , 9.104e-13 , PowerLaw , 3.170e-10 , 3.121e-11 , 3.303e-12 , <7.027e-12 , 7.152e-13 , 1.988e-13 , 7.451e-14 , 1.906e-14
974 , 4FGL J0529.9-0224 , 2.745e-10 , 5.875e-11 , 3.902e-12 , 8.216e-13 , PowerLaw , 2.498e-10 , 1.075e-11 , 4.245e-12 , 3.563e-12 , 5.736e-13 , 6.988e-14 , 9.747e-14 , 1.592e-13
975 , 4FGL J0530.0-6900e , 3.961e-9 , 1.827e-10 , 4.437e-11 , 2.056e-12 , PowerLaw , 2.961e-9 , 8.175e-10 , 2.455e-10 , 4.368e-11 , 7.022e-12 , 5.525e-12 , 5.822e-12 , 2.211e-12
976 , 4FGL J0530.9+1332 , 2.054e-9 , 1.190e-10 , 2.577e-11 , 1.893e-12 , LogParabola , 1.720e-9 , 2.266e-10 , 9.779e-12 , 1.533e-12 , 3.788e-12 , 1.327e-12 , 1.969e-13 , 4.307e-14
977 , 4FGL J0531.7+1241c , 3.588e-10 , 7.800e-11 , 7.568e-12 , 1.549e-12 , PowerLaw , 4.012e-10 , 1.988e-11 , <6.613e-12 , <8.338e-12 , 8.969e-13 , 1.253e-13 , 7.032e-17 , 1.771e-16
978 , 4FGL J0531.8-6639e , 2.027e-9 , 1.061e-10 , 2.275e-11 , 1.222e-12 , PowerLaw , 1.336e-9 , 5.010e-10 , 1.264e-10 , 6.354e-11 , 3.215e-12 , 3.447e-12 , 3.043e-12 , 3.418e-12
979 , 4FGL J0532.0-4827 , 4.860e-9 , 1.290e-10 , 4.488e-11 , 1.515e-12 , LogParabola , 3.640e-9 , 9.922e-10 , 2.066e-10 , 2.141e-11 , 8.600e-12 , 6.539e-12 , 4.717e-12 , 8.613e-13
980 , 4FGL J0532.6+3358 , 2.857e-10 , 7.088e-11 , 6.293e-12 , 1.416e-12 , PowerLaw , 2.857e-10 , 2.774e-11 , <1.052e-11 , <4.640e-12 , 6.373e-13 , 1.743e-13 , 1.775e-14 , 2.928e-19
981 , 4FGL J0532.6+0732 , 5.484e-9 , 1.515e-10 , 5.916e-11 , 1.631e-12 , LogParabola , 4.269e-9 , 9.570e-10 , 1.262e-10 , 6.538e-12 , 9.833e-12 , 6.108e-12 , 2.800e-12 , 2.394e-13
982 , 4FGL J0532.8-3941 , 3.968e-10 , 4.349e-11 , 6.568e-12 , 5.402e-13 , PowerLaw , 3.005e-10 , 3.740e-11 , 1.524e-11 , 2.386e-12 , 6.822e-13 , 2.399e-13 , 3.460e-13 , 1.023e-13
983 , 4FGL J0532.9-8325 , 3.237e-10 , 5.333e-11 , 3.634e-12 , 6.428e-13 , PowerLaw , 1.808e-10 , 7.361e-11 , 1.928e-11 , 5.057e-12 , 4.285e-13 , 4.969e-13 , 4.567e-13 , 2.550e-13
984 , 4FGL J0533.0-8446 , 2.107e-10 , 4.059e-11 , 2.636e-12 , 5.422e-13 , PowerLaw , 2.123e-10 , 2.322e-11 , 1.286e-11 , <4.426e-12 , 4.935e-13 , 1.533e-13 , 2.990e-13 , 4.499e-23
985 , 4FGL J0533.1-6119 , 7.435e-11 , 2.307e-11 , 3.070e-12 , 5.277e-13 , PowerLaw , 5.769e-11 , 1.025e-11 , <4.688e-12 , <5.274e-12 , 1.247e-13 , 6.209e-14 , 6.928e-17 , 1.537e-15
986 , 4FGL J0533.3-5549 , 1.468e-10 , 3.343e-11 , 2.332e-12 , 4.831e-13 , PowerLaw , 1.426e-10 , 1.540e-11 , <5.962e-12 , <5.792e-12 , 3.247e-13 , 9.916e-14 , 5.499e-18 , 3.980e-15
987 , 4FGL J0533.3+4823 , 2.753e-9 , 1.040e-10 , 3.106e-11 , 1.163e-12 , LogParabola , 2.304e-9 , 3.742e-10 , 4.948e-11 , 2.615e-12 , 5.249e-12 , 2.340e-12 , 1.073e-12 , 8.837e-14
988 , 4FGL J0533.6+5945 , 7.269e-10 , 7.223e-11 , 4.341e-12 , 5.185e-13 , LogParabola , 6.929e-10 , 4.116e-11 , <3.542e-12 , <3.227e-12 , 1.527e-12 , 2.211e-13 , 2.249e-17 , 1.949e-17
989 , 4FGL J0533.8+6800 , 1.561e-9 , 7.613e-11 , 9.336e-12 , 5.603e-13 , PLSuperExpCutoff , 1.124e-9 , 3.816e-10 , 2.926e-11 , <4.917e-12 , 2.770e-12 , 2.426e-12 , 5.649e-13 , 8.372e-17
990 , 4FGL J0533.8-3749 , 2.392e-10 , 3.802e-11 , 2.938e-12 , 4.338e-13 , PowerLaw , 2.386e-10 , 2.018e-11 , 5.578e-12 , 4.734e-12 , 5.559e-13 , 1.335e-13 , 1.300e-13 , 2.235e-13
991 , 4FGL J0533.9+2838 , 1.833e-10 , 7.515e-11 , 1.056e-11 , 1.837e-12 , PowerLaw , 3.048e-10 , <2.120e-11 , 4.314e-12 , <6.120e-12 , 6.493e-13 , 1.244e-15 , 9.188e-14 , 4.152e-19
992 , 4FGL J0534.0+3746c , 3.973e-10 , 8.181e-11 , 7.339e-12 , 1.362e-12 , PowerLaw , 4.963e-10 , 4.729e-11 , 3.522e-12 , <4.480e-12 , 1.118e-12 , 3.008e-13 , 7.937e-14 , 1.204e-16
993 , 4FGL J0534.2+2751 , 3.051e-10 , 8.531e-11 , 3.643e-12 , 8.571e-13 , PowerLaw , 2.029e-10 , 8.320e-11 , 1.630e-11 , 2.375e-11 , 4.951e-13 , 5.816e-13 , 3.976e-13 , 1.351e-12
994 , 4FGL J0534.5+2201i , 3.348e-8 ,  , 4.092e-10 ,  , LogParabola , < , < , < , < , 4.472e-11 , 7.345e-11 , 9.801e-11 , 9.987e-11
995 , 4FGL J0534.5+2201s , 7.891e-10 , 3.477e-10 , 1.422e-10 , 2.341e-11 , PowerLaw , 1.008e-9 , <7.684e-10 , <1.050e-9 , <8.930e-11 , 2.055e-12 , 8.718e-15 , 7.258e-14 , 3.836e-15
996 , 4FGL J0534.5+2200 , 1.565e-7 , 1.022e-9 , 1.438e-9 , 2.436e-11 , PLSuperExpCutoff , 1.277e-7 , 2.582e-8 , 2.390e-9 , 7.177e-11 , 2.978e-10 , 1.621e-10 , 4.882e-11 , 1.995e-12
997 , 4FGL J0535.1-5422 , 2.381e-10 , 3.899e-11 , 3.380e-12 , 5.694e-13 , PowerLaw , 2.304e-10 , 5.705e-11 , <4.389e-12 , <4.058e-12 , 5.290e-13 , 3.710e-13 , 2.010e-19 , 2.334e-16
998 , 4FGL J0535.2-6736 , 6.455e-10 , 6.628e-11 , 9.677e-12 , 1.066e-12 , LogParabola , 7.268e-10 , 6.076e-11 , 1.065e-12 , 4.517e-13 , 1.609e-12 , 3.650e-13 , 2.220e-14 , 1.383e-14
999 , 4FGL J0535.3+0934 , 2.786e-10 , 5.886e-11 , 4.829e-12 , 1.236e-12 , PowerLaw , 3.575e-10 , 3.070e-11 , <8.014e-12 , <4.714e-12 , 8.091e-13 , 1.963e-13 , 3.340e-16 , 2.065e-18
1000 , 4FGL J0536.0-2754 , 1.509e-10 , 3.457e-11 , 2.842e-12 , 6.368e-13 , PowerLaw , 1.250e-10 , 2.426e-11 , 6.035e-12 , <5.247e-12 , 2.813e-13 , 1.541e-13 , 1.358e-13 , 7.965e-17
1001 , 4FGL J0536.1-1205 , 1.820e-10 , 4.944e-11 , 9.377e-13 , 3.094e-13 , LogParabola , 1.074e-10 , 5.816e-11 , 7.199e-12 , <5.741e-12 , 2.941e-13 , 3.639e-13 , 1.367e-13 , 6.513e-22
1002 , 4FGL J0536.2+1733 , 4.835e-10 , 6.793e-11 , 5.378e-12 , 7.644e-13 , PowerLaw , 4.265e-10 , 1.173e-10 , 3.619e-11 , 4.785e-13 , 1.016e-12 , 7.968e-13 , 8.618e-13 , 2.463e-14
1003 , 4FGL J0536.4-3401 , 1.310e-9 , 8.642e-11 , 2.202e-11 , 8.994e-13 , LogParabola , 1.089e-9 , 1.809e-10 , 5.873e-12 , <5.104e-12 , 2.427e-12 , 1.114e-12 , 1.267e-13 , 3.195e-17
1004 , 4FGL J0536.4-3343 , 8.540e-10 , 8.496e-11 , 1.090e-11 , 9.657e-13 , PowerLaw , 4.877e-10 , 2.180e-10 , 1.099e-10 , 5.897e-11 , 1.200e-12 , 1.540e-12 , 2.703e-12 , 3.477e-12
1005 , 4FGL J0536.5-2548 , 1.665e-10 , 3.353e-11 , 1.894e-12 , 3.899e-13 , PowerLaw , 1.696e-10 , 2.569e-11 , 8.875e-12 , 7.987e-12 , 4.100e-13 , 1.776e-13 , 2.145e-13 , 4.370e-13
1006 , 4FGL J0537.5+0959 , 2.966e-10 , 6.224e-11 , 5.132e-12 , 1.163e-12 , PowerLaw , 1.276e-10 , 5.061e-11 , 1.002e-11 , <5.169e-12 , 2.887e-13 , 3.235e-13 , 2.267e-13 , 8.962e-19
1007 , 4FGL J0537.7-5717 , 3.857e-10 , 4.233e-11 , 4.291e-12 , 4.748e-13 , PowerLaw , 2.852e-10 , 1.106e-10 , 2.786e-11 , 3.355e-12 , 6.832e-13 , 7.564e-13 , 6.673e-13 , 1.768e-13
1008 , 4FGL J0537.8-6909 , 1.216e-9 , 1.360e-10 , 1.358e-11 , 1.428e-12 , PowerLaw , 1.050e-9 , 2.518e-10 , 5.396e-11 , 3.993e-11 , 2.521e-12 , 1.728e-12 , 1.296e-12 , 2.128e-12
1009 , 4FGL J0538.2-3910 , 1.952e-10 , 3.610e-11 , 2.246e-12 , 4.162e-13 , PowerLaw , 1.368e-10 , 5.227e-11 , 1.579e-11 , 6.175e-12 , 3.316e-13 , 3.626e-13 , 3.827e-13 , 3.416e-13
1010 , 4FGL J0538.8-4405 , 2.100e-8 , 2.517e-10 , 1.993e-10 , 2.604e-12 , LogParabola , 1.550e-8 , 4.547e-9 , 8.930e-10 , 1.566e-10 , 3.672e-11 , 3.020e-11 , 2.059e-11 , 6.614e-12
1011 , 4FGL J0538.9+3549c , 9.407e-10 , 1.356e-10 , 6.765e-12 , 1.686e-12 , LogParabola , 8.682e-10 , 9.632e-11 , 8.288e-12 , <4.651e-12 , 1.997e-12 , 5.815e-13 , 1.688e-13 , 1.096e-16
1012 , 4FGL J0539.0+1644 , 3.314e-10 , 7.148e-11 , 2.768e-12 , 5.796e-13 , LogParabola , 1.198e-10 , 1.420e-10 , 3.237e-11 , 3.514e-12 , 3.195e-13 , 1.000e-12 , 7.331e-13 , 1.116e-13
1013 , 4FGL J0539.2-6333 , 1.474e-10 , 3.280e-11 , 1.657e-12 , 3.699e-13 , PowerLaw , 5.785e-11 , 4.881e-11 , 5.360e-12 , <5.607e-12 , 1.370e-13 , 3.293e-13 , 1.269e-13 , 2.056e-17
1014 , 4FGL J0539.6+1432 , 8.142e-10 , 7.781e-11 , 1.287e-11 , 1.125e-12 , PowerLaw , 7.479e-10 , 1.334e-10 , <7.336e-12 , 1.110e-12 , 1.703e-12 , 8.591e-13 , 3.425e-16 , 4.812e-14
1015 , 4FGL J0539.9-2839 , 7.809e-10 , 5.575e-11 , 1.626e-11 , 7.973e-13 , LogParabola , 7.206e-10 , 5.589e-11 , 8.280e-12 , <4.740e-12 , 1.582e-12 , 3.371e-13 , 1.751e-13 , 1.280e-18
1016 , 4FGL J0540.0-7552 , 5.108e-10 , 5.552e-11 , 3.421e-12 , 5.281e-13 , LogParabola , 4.594e-10 , 5.484e-11 , <4.881e-12 , 2.468e-12 , 1.060e-12 , 3.294e-13 , 1.591e-16 , 6.860e-14
1017 , 4FGL J0540.0+1209 , 3.192e-10 , 5.718e-11 , 4.281e-12 , 8.532e-13 , PowerLaw , 1.532e-10 , 4.242e-11 , 1.942e-11 , 1.999e-12 , 3.535e-13 , 2.776e-13 , 4.483e-13 , 9.103e-14
1018 , 4FGL J0540.2+0655 , 1.717e-10 , 5.858e-11 , 2.126e-12 , 5.856e-13 , PowerLaw , 7.235e-11 , 2.312e-11 , 3.375e-11 , 9.797e-12 , 1.774e-13 , 1.626e-13 , 8.275e-13 , 5.690e-13
1019 , 4FGL J0540.3-6920 , 2.416e-9 , 1.384e-10 , 2.772e-11 , 1.730e-12 , PLSuperExpCutoff , 1.915e-9 , 3.221e-10 , 2.099e-11 , 1.357e-12 , 4.369e-12 , 1.965e-12 , 4.178e-13 , 3.773e-14
1020 , 4FGL J0540.3+2756e , 7.007e-9 , 3.793e-10 , 5.764e-11 , 3.774e-12 , LogParabola , 5.184e-9 , 1.528e-9 , 1.880e-10 , 4.468e-11 , 1.230e-11 , 9.993e-12 , 4.223e-12 , 1.639e-12
1021 , 4FGL J0540.5+5823 , 6.499e-10 , 5.817e-11 , 7.389e-12 , 6.475e-13 , PowerLaw , 3.122e-10 , 1.669e-10 , 4.424e-11 , 3.242e-11 , 7.547e-13 , 1.154e-12 , 1.069e-12 , 1.774e-12
1022 , 4FGL J0540.6+5540 , 1.759e-10 , 3.984e-11 , 2.449e-12 , 5.723e-13 , PowerLaw , 1.439e-10 , 2.746e-11 , 8.013e-12 , <3.591e-12 , 3.309e-13 , 1.790e-13 , 1.843e-13 , 2.460e-17
1023 , 4FGL J0540.7+3611 , 8.049e-10 , 1.422e-10 , 4.558e-12 , 1.085e-12 , LogParabola , 8.076e-10 , 1.130e-11 , <5.661e-12 , <7.479e-12 , 1.752e-12 , 5.897e-14 , 3.493e-18 , 6.881e-18
1024 , 4FGL J0540.8-5415 , 3.917e-10 , 4.421e-11 , 6.880e-12 , 6.604e-13 , PowerLaw , 3.189e-10 , 4.896e-11 , 5.715e-12 , 2.552e-12 , 7.211e-13 , 3.126e-13 , 1.292e-13 , 1.079e-13
1025 , 4FGL J0541.1-4854 , 1.730e-10 , 3.533e-11 , 1.945e-12 , 3.879e-13 , PowerLaw , 1.330e-10 , 2.735e-11 , 2.153e-11 , 2.888e-12 , 3.205e-13 , 1.884e-13 , 5.186e-13 , 1.559e-13
1026 , 4FGL J0541.4-7334 , 1.524e-10 , 3.580e-11 , 1.917e-12 , 4.819e-13 , PowerLaw , 1.185e-10 , 4.098e-11 , 4.076e-12 , <3.969e-12 , 2.753e-13 , 2.703e-13 , 9.471e-14 , 3.106e-18
1027 , 4FGL J0541.6-0541 , 4.940e-10 , 1.095e-10 , 9.779e-12 , 1.492e-12 , LogParabola , 5.603e-10 , 8.520e-12 , 1.485e-13 , <5.733e-12 , 1.137e-12 , 4.448e-14 , 2.815e-15 , 2.356e-16
